Lineup,P1,P2,C,1B,2B,3B,SS,OF1,OF2,OF3,Salary,Projection,Leverage
16,Logan Henderson (42962541),Braxton Ashcraft (42962154),Dalton Rushing (42962224),Willson Contreras (42962215),Jazz Chisholm Jr. (42962219),Alex Bregman (42962218),Dansby Swanson (42962242),Aaron Judge (42962163),Wilyer Abreu (42962203),Cedric Mullins (42962293),49700,166.64,71.85
17,Logan Henderson (42962541),Braxton Ashcraft (42962154),Gary Sanchez (42962250),Ben Rice (42962171),Jazz Chisholm Jr. (42962219),Alex Bregman (42962218),Dansby Swanson (42962242),Roman Anthony (42962184),Wilyer Abreu (42962203),Jerar Encarnacion (42962381),48500,155.96,71.36
18,Logan Henderson (42962541),Braxton Ashcraft (42962154),Carlos Narvaez (42962393),Willson Contreras (42962215),Jazz Chisholm Jr. (42962219),Max Muncy (42962207),Andruw Monasterio (42962330),Aaron Judge (42962163),Wilyer Abreu (42962203),Dustin Harris (42962380),45800,160.80,72.26
19,Logan Henderson (42962541),Merrill Kelly (42962158),Gary Sanchez (42962250),Willson Contreras (42962215),Jazz Chisholm Jr. (42962219),Max Muncy (42962207),Dansby Swanson (42962242),Aaron Judge (42962163),Wilyer Abreu (42962203),Felix Reyes (42962384),47900,159.29,83.35
20,Logan Henderson (42962541),Braxton Ashcraft (42962154),Carlos Narvaez (42962393),Willson Contreras (42962215),Jazz Chisholm Jr. (42962219),Alex Bregman (42962218),Jose Caballero (42962255),Yordan Alvarez (42962164),Roman Anthony (42962184),Wilyer Abreu (42962203),49300,159.87,73.39
21,Max Fried (42962147),Logan Henderson (42962541),Gary Sanchez (42962250),Willson Contreras (42962215),Jazz Chisholm Jr. (42962219),Alex Bregman (42962218),Andruw Monasterio (42962330),Roman Anthony (42962184),Wilyer Abreu (42962203),Dustin Harris (42962380),48200,156.74,70.09
22,Logan Henderson (42962541),Braxton Ashcraft (42962154),Carson Kelly (42962274),Willson Contreras (42962215),Jazz Chisholm Jr. (42962219),Alex Bregman (42962218),Dansby Swanson (42962242),Aaron Judge (42962163),Wilyer Abreu (42962203),Lourdes Gurriel Jr. (42962283),49000,167.46,76.83
23,Logan Henderson (42962541),Braxton Ashcraft (42962154),Gary Sanchez (42962250),Ben Rice (42962171),Jazz Chisholm Jr. (42962219),Alex Bregman (42962218),Dansby Swanson (42962242),Roman Anthony (42962184),Wilyer Abreu (42962203),Jose Fermin (42962371),48600,155.34,68.19
24,Logan Henderson (42962541),Merrill Kelly (42962158),Carlos Narvaez (42962393),Willson Contreras (42962215),Jazz Chisholm Jr. (42962219),Max Muncy (42962207),Andruw Monasterio (42962330),Aaron Judge (42962163),Yordan Alvarez (42962164),Roman Anthony (42962184),50000,158.61,82.07
25,Braxton Ashcraft (42962154),Merrill Kelly (42962158),Gary Sanchez (42962250),Willson Contreras (42962215),Jazz Chisholm Jr. (42962219),Max Muncy (42962207),Dansby Swanson (42962242),Aaron Judge (42962163),Wilyer Abreu (42962203),Teoscar Hernandez (42962214),48900,167.87,74.78
26,Braxton Ashcraft (42962154),Merrill Kelly (42962158),Carlos Narvaez (42962393),Willson Contreras (42962215),Jazz Chisholm Jr. (42962219),Alex Bregman (42962218),Andruw Monasterio (42962330),Aaron Judge (42962163),Wilyer Abreu (42962203),Dustin Harris (42962380),44000,157.55,74.26
27,Braxton Ashcraft (42962154),Merrill Kelly (42962158),Gary Sanchez (42962250),Ben Rice (42962171),Nico Hoerner (42962180),Max Muncy (42962207),Andruw Monasterio (42962330),Aaron Judge (42962163),Wilyer Abreu (42962203),Felix Reyes (42962384),48500,160.67,68.59
28,Braxton Ashcraft (42962154),Merrill Kelly (42962158),Gary Sanchez (42962250),Willson Contreras (42962215),Nico Hoerner (42962180),Max Muncy (42962207),Jose Caballero (42962255),Aaron Judge (42962163),Roman Anthony (42962184),Lourdes Gurriel Jr. (42962283),49300,163.22,72.21
29,Braxton Ashcraft (42962154),Merrill Kelly (42962158),Gary Sanchez (42962250),Ben Rice (42962171),Nico Hoerner (42962180),Junior Caminero (42962185),Jose Caballero (42962255),Roman Anthony (42962184),Wilyer Abreu (42962203),Jerar Encarnacion (42962381),48500,149.23,64.84
30,Braxton Ashcraft (42962154),Merrill Kelly (42962158),Gary Sanchez (42962250),Ben Rice (42962171),Brice Turang (42962173),Max Muncy (42962207),Dansby Swanson (42962242),Roman Anthony (42962184),Wilyer Abreu (42962203),JJ Bleday (42962259),49800,149.04,54.34
31,Braxton Ashcraft (42962154),Merrill Kelly (42962158),Gary Sanchez (42962250),Ben Rice (42962171),Brice Turang (42962173),Alex Bregman (42962218),Andruw Monasterio (42962330),Roman Anthony (42962184),Cody Bellinger (42962189),Teoscar Hernandez (42962214),49600,157.18,67.77
32,Braxton Ashcraft (42962154),Merrill Kelly (42962158),Dalton Rushing (42962224),Ben Rice (42962171),Nico Hoerner (42962180),Max Muncy (42962207),Andruw Monasterio (42962330),Roman Anthony (42962184),Cody Bellinger (42962189),Bryan Reynolds (42962201),49900,151.49,56.83
33,Braxton Ashcraft (42962154),Merrill Kelly (42962158),Gary Sanchez (42962250),Ben Rice (42962171),Marcelo Mayer (42962313),Max Muncy (42962207),Andruw Monasterio (42962330),Yordan Alvarez (42962164),Roman Anthony (42962184),Seiya Suzuki (42962192),49000,143.03,54.96
34,Max Fried (42962147),Merrill Kelly (42962158),Gary Sanchez (42962250),Ben Rice (42962171),Nico Hoerner (42962180),Max Muncy (42962207),Andruw Monasterio (42962330),Roman Anthony (42962184),Teoscar Hernandez (42962214),Felix Reyes (42962384),49200,151.42,63.05
35,Braxton Ashcraft (42962154),Merrill Kelly (42962158),Gary Sanchez (42962250),Ben Rice (42962171),Nico Hoerner (42962180),Max Muncy (42962207),Jose Caballero (42962255),Roman Anthony (42962184),Jarren Duran (42962195),Kyle Stowers (42962220),49900,151.50,63.42
36,Max Fried (42962147),Merrill Kelly (42962158),Gary Sanchez (42962250),Ben Rice (42962171),Marcelo Mayer (42962313),Max Muncy (42962207),Dansby Swanson (42962242),Roman Anthony (42962184),Cody Bellinger (42962189),Cedric Mullins (42962293),49400,152.26,62.38
37,Braxton Ashcraft (42962154),Merrill Kelly (42962158),Gary Sanchez (42962250),Ben Rice (42962171),Brice Turang (42962173),Alex Bregman (42962218),Andruw Monasterio (42962330),Roman Anthony (42962184),Cody Bellinger (42962189),Kyle Stowers (42962220),49500,150.46,63.02
38,Max Fried (42962147),Braxton Ashcraft (42962154),Gary Sanchez (42962250),Ben Rice (42962171),Marcelo Mayer (42962313),Alex Bregman (42962218),Dansby Swanson (42962242),Roman Anthony (42962184),Teoscar Hernandez (42962214),Jasson Dominguez (42962251),50000,161.87,62.91
39,Max Fried (42962147),Braxton Ashcraft (42962154),Carlos Narvaez (42962393),Ben Rice (42962171),Nico Hoerner (42962180),Max Muncy (42962207),Andruw Monasterio (42962330),Seiya Suzuki (42962192),Teoscar Hernandez (42962214),Jasson Dominguez (42962251),49400,160.19,57.44
40,Max Fried (42962147),Justin Wrobleski (42962151),Carlos Narvaez (42962393),Ben Rice (42962171),Nico Hoerner (42962180),Alex Bregman (42962218),Andruw Monasterio (42962330),Cody Bellinger (42962189),Teoscar Hernandez (42962214),Felix Reyes (42962384),48900,156.07,54.84
