Lineup,P1,P2,C,1B,2B,3B,SS,OF1,OF2,OF3,Salary,Projection,Leverage
1,Tarik Skubal (42557238),Nathan Eovaldi (42557249),Moises Ballesteros (42557494),Christian Walker (42557289),Jazz Chisholm Jr. (42557341),Isaac Paredes (42557643),CJ Abrams (42557309),James Wood (42557288),Giancarlo Stanton (42557351),Otto Kemp (42557628),50000,150.79,61.78
2,Tarik Skubal (42557238),Nathan Eovaldi (42557249),Miguel Amaya (42557362),Christian Walker (42557289),Jazz Chisholm Jr. (42557341),Isaac Paredes (42557643),CJ Abrams (42557309),Giancarlo Stanton (42557351),Daylen Lile (42557358),Jared Oliva (42557639),50000,151.69,59.05
3,Paul Skenes (42557243),Nathan Eovaldi (42557249),Miguel Amaya (42557362),Christian Walker (42557289),Jazz Chisholm Jr. (42557341),Isaac Paredes (42557643),CJ Abrams (42557309),James Wood (42557288),Giancarlo Stanton (42557351),Matt Shaw (42557553),50000,148.03,66.11
4,Tarik Skubal (42557238),Mike Burrows (42557259),Miguel Amaya (42557362),Christian Walker (42557289),Jazz Chisholm Jr. (42557341),Isaac Paredes (42557643),CJ Abrams (42557309),James Wood (42557288),Giancarlo Stanton (42557351),Michael Conforto (42557578),49500,153.62,50.63
5,Garrett Crochet (42557239),Paul Skenes (42557243),Moises Ballesteros (42557494),Christian Walker (42557289),Jazz Chisholm Jr. (42557341),Isaac Paredes (42557643),CJ Abrams (42557309),Giancarlo Stanton (42557351),Daylen Lile (42557358),Otto Kemp (42557628),49700,144.72,59.54
