Lineup,P1,P2,C,1B,2B,3B,SS,OF1,OF2,OF3,Salary,Projection,Leverage
17,Kevin Gausman (42633716),Bryan Woo (42633717),Drake Baldwin (42633770),Freddie Freeman (42633751),Ozzie Albies (42633823),Isaac Paredes (42633798),Carlos Correa (42633774),Chase DeLauter (42633790),Randal Grichuk (42634014),Bryce Teodosio (42634029),50000,146.06,44.61
18,Kevin Gausman (42633716),Bryan Woo (42633717),Drake Baldwin (42633770),Yandy Diaz (42633762),Jose Altuve (42633755),Isaac Paredes (42633798),Trevor Story (42633824),Chase DeLauter (42633790),Randal Grichuk (42634014),Ryan Vilade (42634033),50000,150.85,47.01
19,Bryan Woo (42633717),MacKenzie Gore (42633720),Drake Baldwin (42633770),Yandy Diaz (42633762),Ozzie Albies (42633823),Isaac Paredes (42633798),Carlos Correa (42633774),Chase DeLauter (42633790),Masataka Yoshida (42633899),Randal Grichuk (42634014),49800,156.64,47.95
20,Bryan Woo (42633717),MacKenzie Gore (42633720),Drake Baldwin (42633770),Matt Olson (42633776),Jose Altuve (42633755),Isaac Paredes (42633798),Trevor Story (42633824),Chase DeLauter (42633790),Masataka Yoshida (42633899),Randal Grichuk (42634014),49900,159.89,52.59
21,Kevin Gausman (42633716),Bryan Woo (42633717),Drake Baldwin (42633770),Jonathan Aranda (42633795),Isaac Paredes (42633798),Yandy Diaz (42633762),Carlos Correa (42633774),Chase DeLauter (42633790),Randal Grichuk (42634014),Eloy Jimenez (42634034),49900,153.55,43.53
22,Bryan Woo (42633717),Yoshinobu Yamamoto (42633719),Drake Baldwin (42633770),Matt Olson (42633776),Isaac Paredes (42633798),Yandy Diaz (42633762),Carlos Correa (42633774),Chase DeLauter (42633790),Randal Grichuk (42634014),Ryan Vilade (42634033),49600,144.68,43.53
23,Kevin Gausman (42633716),Bryan Woo (42633717),Drake Baldwin (42633770),Freddie Freeman (42633751),Ozzie Albies (42633823),Isaac Paredes (42633798),Carlos Correa (42633774),Chase DeLauter (42633790),Randal Grichuk (42634014),Bryce Teodosio (42634029),50000,146.06,44.61
24,Kevin Gausman (42633716),Bryan Woo (42633717),Drake Baldwin (42633770),Yandy Diaz (42633762),Jose Altuve (42633755),Isaac Paredes (42633798),Trevor Story (42633824),Chase DeLauter (42633790),Randal Grichuk (42634014),Ryan Vilade (42634033),50000,150.85,47.01
25,Kevin Gausman (42633716),MacKenzie Gore (42633720),Will Smith (42633797),Matt Olson (42633776),Jose Altuve (42633755),Carlos Correa (42633774),Trevor Story (42633824),Giancarlo Stanton (42633800),Masataka Yoshida (42633899),Randal Grichuk (42634014),49900,153.38,45.45
26,Kevin Gausman (42633716),MacKenzie Gore (42633720),Carlos Narvaez (42634013),Matt Olson (42633776),Jose Altuve (42633755),Yandy Diaz (42633762),Carlos Correa (42633774),Giancarlo Stanton (42633800),Masataka Yoshida (42633899),Eloy Jimenez (42634034),48800,154.15,40.14
27,Kevin Gausman (42633716),MacKenzie Gore (42633720),Will Smith (42633797),Freddie Freeman (42633751),Brice Matthews (42633853),Yandy Diaz (42633762),Carlos Correa (42633774),Giancarlo Stanton (42633800),Masataka Yoshida (42633899),Eloy Jimenez (42634034),49800,147.03,37.49
28,Kevin Gausman (42633716),MacKenzie Gore (42633720),Will Smith (42633797),Paul Goldschmidt (42633842),Jose Altuve (42633755),Yandy Diaz (42633762),Carlos Correa (42633774),Giancarlo Stanton (42633800),Masataka Yoshida (42633899),Tanner Murray (42634019),50000,152.08,38.14
29,Kevin Gausman (42633716),MacKenzie Gore (42633720),Carlos Narvaez (42634013),Freddie Freeman (42633751),Jose Altuve (42633755),Yandy Diaz (42633762),Carlos Correa (42633774),Giancarlo Stanton (42633800),Trent Grisham (42633850),Tanner Murray (42634019),50000,151.15,40.02
30,Kevin Gausman (42633716),MacKenzie Gore (42633720),Will Smith (42633797),Matt Olson (42633776),Brice Matthews (42633853),Yandy Diaz (42633762),Carlos Correa (42633774),Giancarlo Stanton (42633800),Trent Grisham (42633850),Tanner Murray (42634019),49800,148.27,37.96
31,Kevin Gausman (42633716),MacKenzie Gore (42633720),Will Smith (42633797),Matt Olson (42633776),Jose Altuve (42633755),Carlos Correa (42633774),Trevor Story (42633824),Giancarlo Stanton (42633800),Masataka Yoshida (42633899),Bryce Teodosio (42634029),49800,148.66,41.13
32,Kevin Gausman (42633716),MacKenzie Gore (42633720),Carlos Narvaez (42634013),Matt Olson (42633776),Jose Altuve (42633755),Yandy Diaz (42633762),Carlos Correa (42633774),Giancarlo Stanton (42633800),Masataka Yoshida (42633899),Eloy Jimenez (42634034),48800,154.15,40.14
33,Kevin Gausman (42633716),MacKenzie Gore (42633720),Will Smith (42633797),Freddie Freeman (42633751),Brice Matthews (42633853),Yandy Diaz (42633762),Carlos Correa (42633774),Giancarlo Stanton (42633800),Masataka Yoshida (42633899),Eloy Jimenez (42634034),49800,147.03,37.49
34,Kevin Gausman (42633716),MacKenzie Gore (42633720),Will Smith (42633797),Jonathan Aranda (42633795),Jose Altuve (42633755),Yandy Diaz (42633762),Trevor Story (42633824),Giancarlo Stanton (42633800),Eloy Jimenez (42634034),Brice Matthews (42633853),50000,150.75,41.05
35,Kevin Gausman (42633716),MacKenzie Gore (42633720),Will Smith (42633797),Matt Olson (42633776),Jose Altuve (42633755),Yandy Diaz (42633762),Trevor Story (42633824),Masataka Yoshida (42633899),Brice Matthews (42633853),Tanner Murray (42634019),49500,148.13,40.43
36,Yoshinobu Yamamoto (42633719),MacKenzie Gore (42633720),Will Smith (42633797),Matt Olson (42633776),Jose Altuve (42633755),Yandy Diaz (42633762),Trevor Story (42633824),Giancarlo Stanton (42633800),Bryce Teodosio (42634029),Brice Matthews (42633853),49800,142.02,41.48
37,Yoshinobu Yamamoto (42633719),MacKenzie Gore (42633720),Will Smith (42633797),Matt Olson (42633776),Jose Altuve (42633755),Jose Ramirez (42633741),Jose Caballero (42633950),Giancarlo Stanton (42633800),Eloy Jimenez (42634034),Brice Matthews (42633853),49500,142.89,39.04
38,Yoshinobu Yamamoto (42633719),MacKenzie Gore (42633720),Will Smith (42633797),Shohei Ohtani (42633736),Jose Altuve (42633755),Amed Rosario (42633890),Trevor Story (42633824),Giancarlo Stanton (42633800),Eloy Jimenez (42634034),Brice Matthews (42633853),49900,140.33,39.46
39,Yoshinobu Yamamoto (42633719),MacKenzie Gore (42633720),Will Smith (42633797),Jonathan Aranda (42633795),Jose Altuve (42633755),Jose Ramirez (42633741),Trevor Story (42633824),Masataka Yoshida (42633899),Eloy Jimenez (42634034),Brice Matthews (42633853),49100,138.19,39.42
40,Yoshinobu Yamamoto (42633719),MacKenzie Gore (42633720),Will Smith (42633797),Christian Walker (42633769),Jose Altuve (42633755),Jose Ramirez (42633741),Mauricio Dubon (42633873),Giancarlo Stanton (42633800),Masataka Yoshida (42633899),Eloy Jimenez (42634034),49800,138.10,31.62
